name,base_name,type,visible,hide_viewport,hide_render,hide_select,collections,data_name,data_users,vertices,faces,modifiers,bounds_world
Plane.023,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.025,1,132,126,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""WeightedNormal"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""PARKING_TO_ASPHALT_PREVIEW"", ""type"": ""SHRINKWRAP"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-10.96244, 19.071617, 0.065557], ""max"": [-10.694856, 19.339201, 0.085553], ""center"": [-10.828648, 19.20541, 0.075555], ""dimensions"": [0.267585, 0.267584, 0.019996]}"
Plane.024,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.040,1,827,726,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.564756, 1.871034, 1.396637], ""max"": [1.0552, 7.479486, 2.097487], ""center"": [-1.254778, 4.67526, 1.747062], ""dimensions"": [4.619956, 5.608452, 0.70085]}"
Plane.025,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.043,1,778,662,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.256989, 2.574924, 1.456227], ""max"": [0.696496, 6.873647, 2.063508], ""center"": [-1.280246, 4.724286, 1.759868], ""dimensions"": [3.953485, 4.298723, 0.607281]}"
Plane.026,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.046,1,352,308,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.991651, 8.153692, 0.41179], ""max"": [-2.590589, 9.036622, 0.612582], ""center"": [-3.29112, 8.595158, 0.512186], ""dimensions"": [1.401062, 0.88293, 0.200792]}"
Plane.027,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.027,1,818,738,[],"{""min"": [-4.638288, 1.482543, 0.219845], ""max"": [1.422372, 9.227699, 1.214602], ""center"": [-1.607958, 5.355121, 0.717223], ""dimensions"": [6.060659, 7.745156, 0.994757]}"
Plane.028,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.047,1,136,98,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.953408, 8.130988, 0.424193], ""max"": [-2.600065, 9.00395, 0.546994], ""center"": [-3.276736, 8.567469, 0.485593], ""dimensions"": [1.353342, 0.872962, 0.1228]}"
Plane.029,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.032,1,545,512,[],"{""min"": [1.944361, -2.405765, 0.004], ""max"": [2.915838, -1.434288, 0.012385], ""center"": [2.430099, -1.920026, 0.008192], ""dimensions"": [0.971477, 0.971477, 0.008385]}"
Plane.030,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.049,1,643,560,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.68306, 8.244802, 0.44781], ""max"": [-2.849063, 8.849038, 0.573859], ""center"": [-3.266062, 8.546921, 0.510835], ""dimensions"": [0.833996, 0.604236, 0.126049]}"
Plane.031,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.052,1,48,40,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.378727, 8.616022, 0.579546], ""max"": [-3.274263, 8.710484, 0.645248], ""center"": [-3.326495, 8.663253, 0.612397], ""dimensions"": [0.104465, 0.094461, 0.065702]}"
Plane.032,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.053,1,530,462,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-4.453761, 7.360349, 0.418921], ""max"": [-1.678315, 8.963414, 0.847892], ""center"": [-3.066038, 8.161881, 0.633407], ""dimensions"": [2.775446, 1.603065, 0.428971]}"
Plane.033,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.054,1,1144,1052,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-2.980717, 2.857228, 1.219153], ""max"": [0.701068, 6.05073, 1.342243], ""center"": [-1.139825, 4.453979, 1.280698], ""dimensions"": [3.681785, 3.193502, 0.123089]}"
Plane.034,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.056,1,1874,1752,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.495371, 4.926774, 1.371381], ""max"": [-0.265915, 6.833288, 1.699238], ""center"": [-1.880643, 5.880031, 1.535309], ""dimensions"": [3.229456, 1.906515, 0.327856]}"
Plane.035,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.066,1,266,218,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-1.127403, 1.196392, 1.106704], ""max"": [1.396728, 2.804866, 1.262024], ""center"": [0.134663, 2.000629, 1.184364], ""dimensions"": [2.524132, 1.608474, 0.15532]}"
Plane.036,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.018,1,180,144,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-4.345695, 7.728594, 0.358491], ""max"": [-2.05067, 9.103918, 0.76128], ""center"": [-3.198183, 8.416256, 0.559885], ""dimensions"": [2.295025, 1.375324, 0.40279]}"
Plane.037,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.063,1,979,886,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-1.287304, 1.068718, 1.094812], ""max"": [1.523207, 2.996877, 1.427284], ""center"": [0.117951, 2.032798, 1.261048], ""dimensions"": [2.810511, 1.928159, 0.332472]}"
Plane.038,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.061,1,226,190,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-4.520453, 7.177763, 0.946767], ""max"": [-1.615894, 9.154221, 1.226633], ""center"": [-3.068174, 8.165992, 1.0867], ""dimensions"": [2.90456, 1.976458, 0.279866]}"
Plane.039,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.067,1,32,30,[],"{""min"": [-3.884861, 8.160542, 0.41179], ""max"": [-2.594147, 8.831054, 0.612582], ""center"": [-3.239504, 8.495798, 0.512186], ""dimensions"": [1.290713, 0.670511, 0.200792]}"
Plane.040,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.015,1,162,128,[],"{""min"": [-3.369474, 4.95103, 1.476804], ""max"": [-0.2902, 6.613432, 1.689521], ""center"": [-1.829837, 5.782231, 1.583163], ""dimensions"": [3.079275, 1.662402, 0.212717]}"
Plane.041,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.021,1,68,48,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.814184, 8.089945, 1.058421], ""max"": [-2.613702, 8.803242, 1.156434], ""center"": [-3.213943, 8.446593, 1.107428], ""dimensions"": [1.200482, 0.713297, 0.098014]}"
Plane.042,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.024,1,76,56,"[{""name"": ""Smooth by Angle"", ""type"": ""NODES"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-0.796586, 1.120421, 0.603228], ""max"": [1.314334, 2.402631, 0.792206], ""center"": [0.258874, 1.761526, 0.697717], ""dimensions"": [2.11092, 1.28221, 0.188978]}"
Plane.043,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.026,1,42,20,[],"{""min"": [-0.684425, 1.75431, 1.55969], ""max"": [0.764318, 2.611599, 1.582213], ""center"": [0.039946, 2.182955, 1.570951], ""dimensions"": [1.448743, 0.857288, 0.022524]}"
Plane.045,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.030,1,84,60,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.55768, 5.67229, 1.432333], ""max"": [-0.937453, 7.500405, 1.534886], ""center"": [-2.247566, 6.586348, 1.483609], ""dimensions"": [2.620227, 1.828115, 0.102553]}"
Plane.047,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.028,1,1040,910,[],"{""min"": [-1.347603, 1.087923, 1.07959], ""max"": [1.514656, 3.127773, 1.4271], ""center"": [0.083526, 2.107848, 1.253345], ""dimensions"": [2.862259, 2.03985, 0.34751]}"
Plane.048,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.029,1,98,50,[],"{""min"": [-1.289519, 1.13878, 1.07959], ""max"": [1.475971, 3.022007, 1.410223], ""center"": [0.093226, 2.080394, 1.244906], ""dimensions"": [2.76549, 1.883227, 0.330633]}"
Plane.049,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.031,1,3136,2847,[],"{""min"": [-1.311401, 1.114004, 1.165572], ""max"": [1.453713, 3.131752, 1.389572], ""center"": [0.071156, 2.122878, 1.277572], ""dimensions"": [2.765114, 2.017748, 0.224]}"
Plane.050,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.037,1,440,382,[],"{""min"": [-1.28743, 1.114037, 1.159972], ""max"": [1.468852, 3.056431, 1.419065], ""center"": [0.090711, 2.085234, 1.289519], ""dimensions"": [2.756282, 1.942394, 0.259093]}"
Plane.051,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.035,1,656,558,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-1.145219, 1.20891, 1.167133], ""max"": [1.366395, 2.885035, 1.296216], ""center"": [0.110588, 2.046973, 1.231675], ""dimensions"": [2.511614, 1.676124, 0.129082]}"
Plane.052,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.041,1,688,602,[],"{""min"": [-1.0321, 1.28588, 1.150489], ""max"": [1.295799, 2.726207, 1.258273], ""center"": [0.13185, 2.006043, 1.204381], ""dimensions"": [2.327899, 1.440327, 0.107783]}"
Plane.053,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.042,1,564,462,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-1.012258, 1.287775, 1.150489], ""max"": [1.296971, 2.683862, 1.258487], ""center"": [0.142357, 1.985818, 1.204488], ""dimensions"": [2.309229, 1.396087, 0.107998]}"
Plane.054,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.038,1,392,194,[],"{""min"": [-1.257764, 1.50954, 1.100516], ""max"": [1.27908, 2.969129, 1.17259], ""center"": [0.010658, 2.239334, 1.136553], ""dimensions"": [2.536843, 1.459589, 0.072075]}"
Plane.055,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.048,1,72,36,[],"{""min"": [-0.935106, 1.418631, 1.153311], ""max"": [1.184308, 2.621364, 1.248204], ""center"": [0.124601, 2.019998, 1.200757], ""dimensions"": [2.119414, 1.202733, 0.094893]}"
Plane.056,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.050,1,772,744,[],"{""min"": [-4.514806, 6.912016, 0.955092], ""max"": [-1.478553, 9.144718, 1.226633], ""center"": [-2.996679, 8.028367, 1.090862], ""dimensions"": [3.036253, 2.232702, 0.271541]}"
Plane.057,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.058,1,282,140,[],"{""min"": [-4.260038, 7.229783, 1.049867], ""max"": [-1.65856, 8.683042, 1.178299], ""center"": [-2.959299, 7.956412, 1.114083], ""dimensions"": [2.601479, 1.453259, 0.128432]}"
Plane.058,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.057,1,128,112,[],"{""min"": [-4.281243, 6.978172, 1.020982], ""max"": [-1.520476, 8.709662, 1.212889], ""center"": [-2.900859, 7.843917, 1.116935], ""dimensions"": [2.760767, 1.73149, 0.191906]}"
Plane.059,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.059,1,528,480,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-4.219775, 7.258678, 1.010078], ""max"": [-1.70848, 8.672733, 1.096756], ""center"": [-2.964127, 7.965706, 1.053417], ""dimensions"": [2.511296, 1.414055, 0.086678]}"
Plane.060,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.064,1,162,128,[],"{""min"": [-4.450062, 7.028542, 1.073995], ""max"": [-1.565899, 9.071702, 1.215524], ""center"": [-3.007981, 8.050122, 1.144759], ""dimensions"": [2.884162, 2.04316, 0.141528]}"
Plane.061,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.062,1,120,88,[],"{""min"": [-4.209342, 7.402997, 1.021697], ""max"": [-1.791467, 8.66808, 1.08514], ""center"": [-3.000405, 8.035539, 1.053418], ""dimensions"": [2.417875, 1.265083, 0.063443]}"
Plane.062,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.065,1,368,326,"[{""name"": ""Smooth by Angle"", ""type"": ""NODES"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-4.195291, 7.649344, 1.036326], ""max"": [-2.0785, 8.947215, 1.129167], ""center"": [-3.136895, 8.29828, 1.082746], ""dimensions"": [2.116791, 1.297871, 0.09284]}"
Plane.063,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.033,1,72,54,[],"{""min"": [-4.200507, 7.461835, 1.031538], ""max"": [-1.978331, 8.951941, 1.132268], ""center"": [-3.089419, 8.206888, 1.081903], ""dimensions"": [2.222176, 1.490107, 0.10073]}"
Plane.064,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.034,1,48,36,[],"{""min"": [-4.276569, 7.024645, 1.066882], ""max"": [-1.572965, 8.755231, 1.1967], ""center"": [-2.924767, 7.889938, 1.131791], ""dimensions"": [2.703604, 1.730586, 0.129817]}"
Plane.065,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.039,1,156,140,[],"{""min"": [-4.251672, 7.187791, 1.068887], ""max"": [-1.677468, 8.745326, 1.189038], ""center"": [-2.96457, 7.966558, 1.128963], ""dimensions"": [2.574204, 1.557535, 0.120151]}"
Plane.066,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.068,1,192,144,[],"{""min"": [-4.257217, 7.449752, 0.964481], ""max"": [-1.896604, 8.915869, 1.057909], ""center"": [-3.07691, 8.18281, 1.011195], ""dimensions"": [2.360613, 1.466117, 0.093428]}"
Plane.067,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.060,1,240,192,[],"{""min"": [-4.434289, 7.081749, 1.022866], ""max"": [-1.61442, 9.081532, 1.146805], ""center"": [-3.024354, 8.08164, 1.084835], ""dimensions"": [2.819869, 1.999782, 0.123939]}"
Plane.068,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.070,1,192,144,[],"{""min"": [-4.26466, 7.346138, 0.96569], ""max"": [-1.84222, 8.929124, 1.067954], ""center"": [-3.05344, 8.13763, 1.016822], ""dimensions"": [2.42244, 1.582986, 0.102264]}"
Plane.069,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.071,1,36,16,[],"{""min"": [-4.244861, 7.176324, 1.093223], ""max"": [-1.719242, 8.824095, 1.1774], ""center"": [-2.982051, 8.00021, 1.135311], ""dimensions"": [2.525618, 1.64777, 0.084177]}"
Plane.070,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.073,1,2016,1920,[],"{""min"": [-3.966929, 7.59033, 0.984421], ""max"": [-2.104016, 8.615758, 1.052629], ""center"": [-3.035472, 8.103045, 1.018525], ""dimensions"": [1.862912, 1.025428, 0.068208]}"
Plane.071,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.074,1,414,352,[],"{""min"": [-3.96077, 7.667069, 0.993527], ""max"": [-2.148562, 8.612911, 1.043525], ""center"": [-3.054666, 8.13999, 1.018526], ""dimensions"": [1.812208, 0.945842, 0.049998]}"
Plane.072,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.075,1,234,194,[],"{""min"": [-4.485876, 7.03242, 0.965908], ""max"": [-1.55271, 9.111377, 1.035839], ""center"": [-3.019293, 8.071898, 1.000873], ""dimensions"": [2.933166, 2.078957, 0.069931]}"
Plane.074,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.078,1,62832,67320,"[{""name"": ""WeightedNormal"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-4.258571, 1.890781, -0.000297], ""max"": [1.205133, 8.506696, 1.177214], ""center"": [-1.526719, 5.198739, 0.588458], ""dimensions"": [5.463704, 6.615914, 1.177511]}"
Plane.076,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.077,1,1409,1319,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-4.620378, 5.419734, 0.342363], ""max"": [-0.627114, 9.201231, 1.542398], ""center"": [-2.623746, 7.310483, 0.94238], ""dimensions"": [3.993265, 3.781497, 1.200035]}"
Plane.077,Plane,MESH,True,False,False,False,"[""SAME_NAME_Plane""]",Plane.079,1,14992,14168,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-3.869908, 2.530659, 0.215251], ""max"": [0.820449, 7.859158, 0.839151], ""center"": [-1.52473, 5.194909, 0.527201], ""dimensions"": [4.690357, 5.328498, 0.6239]}"
R.Eye,R.Eye,MESH,True,False,False,False,"[""Main Model""]",Sphere.020,1,482,512,[],"{""min"": [-0.117965, -0.392889, 2.201749], ""max"": [0.029433, -0.27477, 2.362371], ""center"": [-0.044266, -0.333829, 2.28206], ""dimensions"": [0.147398, 0.118119, 0.160623]}"
Ribbing.001,Ribbing,MESH,True,False,False,False,"[""PROPS""]",Mesh.021,1,11332,11940,[],"{""min"": [-0.56145, 22.61009, 0.046989], ""max"": [0.56145, 23.750238, 1.656634], ""center"": [0.0, 23.180164, 0.851811], ""dimensions"": [1.1229, 1.140148, 1.609645]}"
SACKBOY_Hoodie_EditProxy,SACKBOY_Hoodie_EditProxy,MESH,True,False,False,False,"[""HOODIE""]",SACKBOY_Hoodie_Main_Mesh.003,1,245107,489016,"[{""name"": ""OPT_PREVIEW_DECIMATE"", ""type"": ""DECIMATE"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-0.919491, -0.493668, 0.864968], ""max"": [1.09873, 0.592892, 2.617762], ""center"": [0.089619, 0.049612, 1.741365], ""dimensions"": [2.018221, 1.08656, 1.752793]}"
Shoes,Shoes,EMPTY,True,False,False,False,"[""SHOES""]",,0,0,0,[],
Stop sign,Stop sign,MESH,True,False,False,False,"[""PROPS""]",Circle,1,253,267,"[{""name"": ""Bevel"", ""type"": ""BEVEL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""Auto Smooth"", ""type"": ""NODES"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-10.214785, 3.507104, 0.032826], ""max"": [-8.714653, 3.703879, 4.562983], ""center"": [-9.464719, 3.605492, 2.297904], ""dimensions"": [1.500132, 0.196774, 4.530157]}"
Traffic Cone (Photoscanned),Traffic Cone (Photoscanned),MESH,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",Traffic Cone (Photoscanned),1,6658,12802,"[{""name"": ""WeightedNormal"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-0.231978, 18.39879, 0.011199], ""max"": [0.22498, 18.865625, 0.811917], ""center"": [-0.003499, 18.632208, 0.411558], ""dimensions"": [0.456958, 0.466835, 0.800717]}"
Utility Box (Photoscanned),Utility Box (Photoscanned),MESH,True,False,False,False,"[""PROPS""]",Utility Box,1,12028,23700,"[{""name"": ""WeightedNormal"", ""type"": ""WEIGHTED_NORMAL"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""OPT_PREVIEW_DECIMATE"", ""type"": ""DECIMATE"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-12.801711, 23.477732, 0.064295], ""max"": [-11.592588, 24.012657, 1.679567], ""center"": [-12.197149, 23.745193, 0.871931], ""dimensions"": [1.209123, 0.534925, 1.615272]}"
V2B_OverheadAmber_0,V2B_OverheadAmber_0,LIGHT,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",V2B_OverheadAmber_0_Data.001,1,0,0,[],
V2B_OverheadAmber_1,V2B_OverheadAmber_1,LIGHT,True,False,False,False,"[""LIGHTS_AND_REFLECTION_HELPERS""]",V2B_OverheadAmber_1_Data.001,1,0,0,[],
Wheel.001,Wheel,MESH,True,False,False,False,"[""IMPORTED_CAR_OR_GENERIC_ASSET_PARTS""]",Mesh.025,1,3143,3346,"[{""name"": ""Subdivision"", ""type"": ""SUBSURF"", ""show_viewport"": true, ""show_render"": true}, {""name"": ""Mirror"", ""type"": ""MIRROR"", ""show_viewport"": true, ""show_render"": true}]","{""min"": [-0.546466, 23.352634, 0.000859], ""max"": [0.546466, 23.738232, 0.386445], ""center"": [0.0, 23.545433, 0.193652], ""dimensions"": [1.092931, 0.385597, 0.385586]}"
